SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
669,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2009 00:00,"",
670,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2010 00:00,"",
671,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2011 00:00,"",
672,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2012 00:00,"",
673,Kharsawan,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHARSAWAN,KHARSAWAN,Kharsawan,-,-,-,-,-,-,22.78611111,85.83333333,25-05-2013 00:00,"",
674,Khijri,CGWB,20,Jharkhand,329,GIRIDIH,TISRI,TISRI,Khijri,-,-,-,-,-,-,24.54444444,86.10055556,25-05-2003 00:00,"",
675,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2002 00:00,"",
676,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2004 00:00,"",
677,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2005 00:00,"",
678,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2006 00:00,"",
679,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2009 00:00,"",
680,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2010 00:00,"",
681,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2011 00:00,"",
682,Khunti,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Khunti,-,-,-,-,-,-,23.06666667,85.27333333,25-05-2012 00:00,"",
683,Khuntpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Khuntpani,-,-,-,-,-,-,22.62500000,85.76388889,25-05-2003 00:00,"",
684,Khuntpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Khuntpani,-,-,-,-,-,-,22.62500000,85.76388889,25-05-2004 00:00,"",
685,Khuntpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Khuntpani,-,-,-,-,-,-,22.62500000,85.76388889,25-05-2012 00:00,"",
686,Khuntpani,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Khuntpani,-,-,-,-,-,-,22.62500000,85.76388889,25-05-2013 00:00,"",
687,Kisko,CGWB,20,Jharkhand,336,LOHARDAGA,KISKO,KISKO,Kisko,-,-,-,-,-,-,23.51388889,84.67083333,25-05-2003 00:00,"",
688,Kisko,CGWB,20,Jharkhand,336,LOHARDAGA,KISKO,KISKO,Kisko,-,-,-,-,-,-,23.51388889,84.67083333,25-05-2012 00:00,"",
689,Kisko1,CGWB,20,Jharkhand,336,LOHARDAGA,KISKO,KISKO,Kisko,-,-,-,-,-,-,23.51388889,84.67138889,25-05-2001 00:00,"",
690,Kita,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Kita,-,-,-,-,-,-,23.36555556,85.75638889,25-05-2012 00:00,"",
691,Kita,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Kita,-,-,-,-,-,-,23.36555556,85.75638889,25-05-2013 00:00,"",
692,Kodarma,CGWB,20,Jharkhand,334,KODARMA,KODARMA,KODARMA,Kodarma,-,-,-,-,-,-,24.46944444,85.60000000,25-05-2002 00:00,"",
693,Kodarma,CGWB,20,Jharkhand,334,KODARMA,KODARMA,KODARMA,Kodarma,-,-,-,-,-,-,24.46944444,85.60000000,25-05-2004 00:00,"",
694,Kodarma,CGWB,20,Jharkhand,334,KODARMA,KODARMA,KODARMA,Kodarma,-,-,-,-,-,-,24.46944444,85.60000000,25-05-2012 00:00,"",
695,Kodarma,CGWB,20,Jharkhand,334,KODARMA,KODARMA,KODARMA,Kodarma,-,-,-,-,-,-,24.46944444,85.60000000,25-05-2013 00:00,"",
696,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2002 00:00,"",
697,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2003 00:00,"",
698,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2006 00:00,"",
699,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2007 00:00,"",
700,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2008 00:00,"",
701,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2009 00:00,"",
702,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2010 00:00,"",
703,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2011 00:00,"",
704,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2012 00:00,"",
705,Kokcho,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TANTNAGAR,TANTNAGAR,Kokcho,-,-,-,-,-,-,22.46250000,85.90833333,25-05-2013 00:00,"",
706,Kolebira,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Kolebira,-,-,-,-,-,-,22.70500000,84.68361111,25-05-2002 00:00,"",
707,Kolebira,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Kolebira,-,-,-,-,-,-,22.70500000,84.68361111,25-05-2007 00:00,"",
708,Kolebira,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Kolebira,-,-,-,-,-,-,22.70500000,84.68361111,25-05-2008 00:00,"",
709,Kolebira,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Kolebira,-,-,-,-,-,-,22.70500000,84.68361111,25-05-2009 00:00,"",
710,Kolebira,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Kolebira,-,-,-,-,-,-,22.70500000,84.68361111,25-05-2010 00:00,"",
711,Kolebira,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Kolebira,-,-,-,-,-,-,22.70500000,84.68361111,25-05-2011 00:00,"",
712,Kuju,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Kuju,-,-,-,-,-,-,23.71527778,85.50833333,25-05-2012 00:00,"",
713,Kundahit,CGWB,20,Jharkhand,326,DUMKA,KUNDAHIT,KUNDAHIT,Kundahit,-,-,-,-,-,-,23.91666667,87.16666667,25-05-2005 00:00,"",
714,Kundahit,CGWB,20,Jharkhand,326,DUMKA,KUNDAHIT,KUNDAHIT,Kundahit,-,-,-,-,-,-,23.91666667,87.16666667,25-05-2009 00:00,"",
715,Kundahit,CGWB,20,Jharkhand,326,DUMKA,KUNDAHIT,KUNDAHIT,Kundahit,-,-,-,-,-,-,23.91666667,87.16666667,25-05-2010 00:00,"",
716,Kundahit,CGWB,20,Jharkhand,326,DUMKA,KUNDAHIT,KUNDAHIT,Kundahit,-,-,-,-,-,-,23.91666667,87.16666667,25-05-2012 00:00,"",
717,Kuru1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53638889,84.81555556,25-05-2002 00:00,"",
718,Kuru1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53638889,84.81555556,25-05-2003 00:00,"",
719,Kuru1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53638889,84.81555556,25-05-2006 00:00,"",
720,Kuru1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53638889,84.81555556,25-05-2012 00:00,"",
721,Kuru1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53638889,84.81555556,25-05-2013 00:00,"",
722,Kuru dispensary,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53611111,84.81527778,25-05-2001 00:00,"",
723,Kuru dispensary,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53611111,84.81527778,25-05-2007 00:00,"",
724,Kuru dispensary,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Kuru,-,-,-,-,-,-,23.53611111,84.81527778,25-05-2009 00:00,"",
725,Lachargarh,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Lachargarh,-,-,-,-,-,-,22.66000000,84.83666667,25-05-2003 00:00,"",
726,Lachargarh,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Lachargarh,-,-,-,-,-,-,22.66000000,84.83666667,25-05-2009 00:00,"",
727,Lachargarh,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Lachargarh,-,-,-,-,-,-,22.66000000,84.83666667,25-05-2010 00:00,"",
728,Lachargarh,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Lachargarh,-,-,-,-,-,-,22.66000000,84.83666667,25-05-2011 00:00,"",
729,Lachargarh,CGWB,20,Jharkhand,331,GUMLA,KOLEBIRA,KOLEBIRA,Lachargarh,-,-,-,-,-,-,22.66000000,84.83666667,25-05-2012 00:00,"",
730,Lalmatia,CGWB,20,Jharkhand,330,GODDA,BOARIJOR,BOARIJOR,Lalmatia,-,-,-,-,-,-,25.05000000,87.36666667,25-05-2002 00:00,"",
731,Lalmatia,CGWB,20,Jharkhand,330,GODDA,BOARIJOR,BOARIJOR,Lalmatia,-,-,-,-,-,-,25.05000000,87.36666667,25-05-2005 00:00,"",
732,Lalmatia,CGWB,20,Jharkhand,330,GODDA,BOARIJOR,BOARIJOR,Lalmatia,-,-,-,-,-,-,25.05000000,87.36666667,25-05-2012 00:00,"",
733,Latehar,CGWB,20,Jharkhand,338,PALAMAU,LATEHAR,LATEHAR,Latehar,-,-,-,-,-,-,23.74583333,84.40833333,25-05-2001 00:00,"",
734,Latehar,CGWB,20,Jharkhand,338,PALAMAU,LATEHAR,LATEHAR,Latehar,-,-,-,-,-,-,23.74583333,84.40833333,25-05-2004 00:00,"",
735,Latehar,CGWB,20,Jharkhand,338,PALAMAU,LATEHAR,LATEHAR,Latehar,-,-,-,-,-,-,23.74583333,84.40833333,25-05-2008 00:00,"",
736,Latehar,CGWB,20,Jharkhand,338,PALAMAU,LATEHAR,LATEHAR,Latehar,-,-,-,-,-,-,23.74583333,84.40833333,25-05-2009 00:00,"",
737,Latehar,CGWB,20,Jharkhand,338,PALAMAU,LATEHAR,LATEHAR,Latehar,-,-,-,-,-,-,23.74583333,84.40833333,25-05-2010 00:00,"",
738,Latehar,CGWB,20,Jharkhand,338,PALAMAU,LATEHAR,LATEHAR,Latehar,-,-,-,-,-,-,23.74583333,84.40833333,25-05-2011 00:00,"",
739,Lesliganj,CGWB,20,Jharkhand,338,PALAMAU,LESLIEGANJ,LESLIEGANJ,Lesliganj,-,-,-,-,-,-,24.04583333,84.22500000,25-05-2001 00:00,"",
740,Lesliganj,CGWB,20,Jharkhand,338,PALAMAU,LESLIEGANJ,LESLIEGANJ,Lesliganj,-,-,-,-,-,-,24.04583333,84.22500000,25-05-2010 00:00,"",
741,Lesliganj,CGWB,20,Jharkhand,338,PALAMAU,LESLIEGANJ,LESLIEGANJ,Lesliganj,-,-,-,-,-,-,24.04583333,84.22500000,25-05-2011 00:00,"",
742,Litipara,CGWB,20,Jharkhand,337,Pakur,LITIPARA,LITIPARA,Litipara,-,-,-,-,-,-,24.70694444,87.63000000,25-05-2005 00:00,"",
743,Litipara,CGWB,20,Jharkhand,337,Pakur,LITIPARA,LITIPARA,Litipara,-,-,-,-,-,-,24.70694444,87.63000000,25-05-2008 00:00,"",
744,Litipara,CGWB,20,Jharkhand,337,Pakur,LITIPARA,LITIPARA,Litipara,-,-,-,-,-,-,24.70694444,87.63000000,25-05-2009 00:00,"",
745,Litipara,CGWB,20,Jharkhand,337,Pakur,LITIPARA,LITIPARA,Litipara,-,-,-,-,-,-,24.70694444,87.63000000,25-05-2010 00:00,"",
746,Litipara,CGWB,20,Jharkhand,337,Pakur,LITIPARA,LITIPARA,Litipara,-,-,-,-,-,-,24.70694444,87.63000000,25-05-2011 00:00,"",
747,Litipara,CGWB,20,Jharkhand,337,Pakur,LITIPARA,LITIPARA,Litipara,-,-,-,-,-,-,24.70694444,87.63000000,25-05-2012 00:00,"",
748,Lodma,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Lodma,-,-,-,-,-,-,23.23194444,85.19722222,25-05-2004 00:00,"",
749,Lodma,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Lodma,-,-,-,-,-,-,23.23194444,85.19722222,25-05-2005 00:00,"",
750,Lodma,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Lodma,-,-,-,-,-,-,23.23194444,85.19722222,25-05-2007 00:00,"",
751,Lodma,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Lodma,-,-,-,-,-,-,23.23194444,85.19722222,25-05-2011 00:00,"",
752,Lodma,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Lodma,-,-,-,-,-,-,23.23194444,85.19722222,25-05-2012 00:00,"",
753,Lodma,CGWB,20,Jharkhand,339,RANCHI,KARRA,KARRA,Lodma,-,-,-,-,-,-,23.23194444,85.19722222,25-05-2013 00:00,"",
754,Lohardaga(Patra Toli),CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(Patra Toli),-,-,-,-,-,-,23.47944444,84.71194444,25-05-2012 00:00,"",
755,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2002 00:00,"",
756,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2003 00:00,"",
757,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2004 00:00,"",
758,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2007 00:00,"",
759,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2009 00:00,"",
760,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2010 00:00,"",
761,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2011 00:00,"",
762,Lohardaga(pwdib,CGWB,20,Jharkhand,336,LOHARDAGA,LOHARDAGA,LOHARDAGA,Lohardaga(pwdib,-,-,-,-,-,-,23.46666667,84.70000000,25-05-2013 00:00,"",
763,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2005 00:00,"",
764,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2006 00:00,"",
765,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2008 00:00,"",
766,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2009 00:00,"",
767,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2010 00:00,"",
768,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2012 00:00,"",
769,Madhupur,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27916667,86.63750000,25-05-2013 00:00,"",
770,Madhupur1,CGWB,20,Jharkhand,324,DEOGHAR,MADHUPUR,MADHUPUR,Madhupur,-,-,-,-,-,-,24.27944444,86.63777778,25-05-2003 00:00,"",
771,Madrsachauk,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Madrsachauk,-,-,-,-,-,-,23.53361111,84.84750000,25-05-2003 00:00,"",
772,Mahagama,CGWB,20,Jharkhand,330,GODDA,MAHAGAMA,MAHAGAMA,Mahagama,-,-,-,-,-,-,25.03750000,87.32250000,25-05-2002 00:00,"",
773,Mahagama,CGWB,20,Jharkhand,330,GODDA,MAHAGAMA,MAHAGAMA,Mahagama,-,-,-,-,-,-,25.03750000,87.32250000,25-05-2005 00:00,"",
774,Maheshmunda1,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Maheshmunda,-,-,-,-,-,-,24.21111111,86.41083333,25-05-2012 00:00,"",
775,Maheshmunda1,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Maheshmunda,-,-,-,-,-,-,24.21111111,86.41083333,25-05-2013 00:00,"",
776,Maheshpur2,CGWB,20,Jharkhand,337,Pakur,MAHESHPUR,MAHESHPUR,Maheshpur,-,-,-,-,-,-,24.44583333,87.79500000,25-05-2005 00:00,"",
777,Maheshpur2,CGWB,20,Jharkhand,337,Pakur,MAHESHPUR,MAHESHPUR,Maheshpur,-,-,-,-,-,-,24.44583333,87.79500000,25-05-2009 00:00,"",
778,Maheshpur2,CGWB,20,Jharkhand,337,Pakur,MAHESHPUR,MAHESHPUR,Maheshpur,-,-,-,-,-,-,24.44583333,87.79500000,25-05-2012 00:00,"",
779,Maheshpur templ,CGWB,20,Jharkhand,326,DUMKA,GOPIKANDAR,GOPIKANDAR,Maheshpur templ,-,-,-,-,-,-,24.38472222,87.52777778,25-05-2013 00:00,"",
780,Mahuda,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Mahuda,-,-,-,-,-,-,23.75000000,86.25000000,25-05-2007 00:00,"",
781,Mahuda,CGWB,20,Jharkhand,322,BOKARO,BERMO,BERMO,Mahuda,-,-,-,-,-,-,23.75027778,86.17500000,25-05-2008 00:00,"",
782,Mahuda,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Mahuda,-,-,-,-,-,-,23.75000000,86.25000000,25-05-2011 00:00,"",
783,Mandal,CGWB,20,Jharkhand,338,PALAMAU,CHAINPUR (BASHANDI),CHAINPUR (BASHANDI),Mandal,-,-,-,-,-,-,23.75833333,83.99166667,25-05-2004 00:00,"",
784,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2003 00:00,"",
785,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2004 00:00,"",
786,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2005 00:00,"",
787,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2007 00:00,"",
788,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2008 00:00,"",
789,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2009 00:00,"",
790,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2010 00:00,"",
791,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2012 00:00,"",
792,Mandar,CGWB,20,Jharkhand,339,RANCHI,MANDAR,MANDAR,Mandar,-,-,-,-,-,-,23.45694444,85.08888889,25-05-2013 00:00,"",
793,Mandro,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Mandro,-,-,-,-,-,-,25.14583333,87.50694444,25-05-2004 00:00,"",
794,Mandro,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Mandro,-,-,-,-,-,-,25.14583333,87.50694444,25-05-2009 00:00,"",
795,Mandro,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Mandro,-,-,-,-,-,-,25.14583333,87.50694444,25-05-2012 00:00,"",
796,Mandro,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Mandro,-,-,-,-,-,-,25.14583333,87.50694444,25-05-2013 00:00,"",
797,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2002 00:00,"",
798,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2005 00:00,"",
799,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2007 00:00,"",
800,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2008 00:00,"",
801,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2009 00:00,"",
802,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2010 00:00,"",
803,Mandu,CGWB,20,Jharkhand,332,HAZARIBAG,MANDU,MANDU,Mandu,-,-,-,-,-,-,23.80833333,85.46666667,25-05-2012 00:00,"",
804,Manika,CGWB,20,Jharkhand,338,PALAMAU,MANIKA,MANIKA,Manika,-,-,-,-,-,-,23.85000000,84.34583333,25-05-2006 00:00,"",
805,Manika,CGWB,20,Jharkhand,338,PALAMAU,MANIKA,MANIKA,Manika,-,-,-,-,-,-,23.85000000,84.34583333,25-05-2008 00:00,"",
806,Manika,CGWB,20,Jharkhand,338,PALAMAU,MANIKA,MANIKA,Manika,-,-,-,-,-,-,23.85000000,84.34583333,25-05-2009 00:00,"",
807,Manika,CGWB,20,Jharkhand,338,PALAMAU,MANIKA,MANIKA,Manika,-,-,-,-,-,-,23.85000000,84.34583333,25-05-2010 00:00,"",
808,Manika,CGWB,20,Jharkhand,338,PALAMAU,MANIKA,MANIKA,Manika,-,-,-,-,-,-,23.85000000,84.34583333,25-05-2011 00:00,"",
809,Manika,CGWB,20,Jharkhand,338,PALAMAU,MANIKA,MANIKA,Manika,-,-,-,-,-,-,23.85000000,84.34583333,25-05-2012 00:00,"",
810,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2004 00:00,"",
811,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2005 00:00,"",
812,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2006 00:00,"",
813,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2009 00:00,"",
814,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2010 00:00,"",
815,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2011 00:00,"",
816,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2012 00:00,"",
817,Masalia,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Masalia,-,-,-,-,-,-,24.15833333,87.18611111,25-05-2013 00:00,"",
818,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2004 00:00,"",
819,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2005 00:00,"",
820,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2008 00:00,"",
821,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2009 00:00,"",
